Id,Infomap
10766,274
5542,274
149361,275
8016,275
208312,276
64554,277
36,277
36423,278
131584,278
215141,108
347981,38
253069,279
298998,280
68474,280
363871,180
68278,180
138060,281
140506,282
76777,282
456202,26
362485,283
362486,283
205804,272
334914,187
372070,284
303263,284
323152,285
14650,285
96831,26
325627,186
9155,286
9879,286
293319,20
198186,287
129924,287
239867,288
6080,289
213163,290
27037,285
47789,291
548,291
293351,292
34181,292
128324,17
4467,293
1239,293
294535,294
178791,295
4720,295
180038,296
2320,297
93951,298
47783,298
42157,38
15302,71
86962,299
429687,300
385267,301
385268,301
106449,302
29439,302
102156,303
43067,303
5155,304
3972,304
67853,305
30598,305
283423,306
106536,306
7749,26
14201,26
59827,307
2406,307
80814,178
103447,17
195123,308
264955,308
169096,309
29084,309
128429,310
4905,310
447989,38
96345,311
294333,311
352201,312
98204,312
75300,313
73638,313
222935,314
5516,314
354090,315
33450,315
253279,316
71637,316
18600,317
14794,318
177524,69
87232,97
3604,97
67315,249
9100,249
224591,195
19698,196
54631,17
163758,319
61320,319
255086,67
98458,320
43864,321
245841,17
158210,322
237336,322
345260,323
345259,323
118930,324
781,324
363951,162
431041,325
132001,325
407437,326
31510,326
115981,327
102985,327
136565,17
164216,252
13633,252
325873,328
31271,328
380024,329
308781,329
95397,330
356460,108
221293,277
449638,331
64865,331
129076,26
236928,107
7690,107
319704,332
32414,332
36681,333
230115,334
54218,334
247359,335
68285,336
134588,337
141745,337
47262,26
20231,338
313567,339
56756,339
284399,340
25784,340
11124,111
195861,341
80864,341
386690,342
6971,342
2900,343
32440,344
26158,344
306663,345
1647,345
381590,346
381591,346
14172,38
39891,110
104247,347
129441,347
132765,348
160910,208
24676,208
431097,349
13123,349
374234,350
394018,350
85416,351
18413,351
405173,17
344487,352
7962,352
274616,52
420970,353
100582,353
132456,354
768,354
399096,107
196558,355
39523,355
33266,356
197471,357
87697,357
176609,358
50927,358
158297,359
8942,359
425607,360
243146,360
160997,54
244113,361
246524,361
295596,362
391217,362
47501,363
2287,364
188537,365
146177,365
274137,366
62428,367
116193,42
219548,97
1880,97
90718,368
282887,369
266090,370
92154,370
261945,371
33476,371
186849,344
85739,344
268765,372
121346,372
9150,373
1493,97
299679,374
329379,374
154695,375
47685,375
450619,295
89028,254
130884,254
448785,127
241075,376
287121,376
169329,377
100085,377
95273,12
3341,378
375581,378
398121,379
398120,379
144403,380
42037,381
2164,382
95507,38
358293,383
223808,383
132394,186
288169,384
2870,384
108930,385
42,386
157026,387
88804,387
432423,388
52469,388
183732,389
2194,389
30359,390
4986,390
104596,116
52389,116
125097,17
32630,391
25934,391
90526,392
6331,392
151152,69
198385,393
6948,393
302185,394
20751,395
5403,396
27853,396
116966,397
13821,398
85812,358
35128,399
21697,400
2986,401
318183,42
172408,19
6679,402
147841,17
75143,344
39889,344
263140,403
44133,403
83066,15
9964,15
425834,111
90874,404
156953,113
396659,405
14615,405
192409,406
16460,406
436981,407
29039,407
113517,408
289109,167
152751,409
125541,409
248758,410
77954,410
400208,17
27029,17
294332,121
17621,68
14957,411
5281,231
199226,412
302647,412
428042,413
415031,413
80006,414
36660,415
122182,358
50901,358
212798,416
1430,416
44470,17
95629,417
176860,417
11835,418
32297,418
11074,344
182708,344
4336,344
19026,419
21180,419
220489,420
108697,420
2662,421
13136,110
163902,422
163900,422
230919,423
99428,423
96168,116
351520,203
239940,424
170981,12
80087,12
381064,6
130613,425
27869,426
393688,427
366344,427
328114,97
218783,6
127401,343
327179,428
162229,428
318192,429
250993,429
300756,430
31248,430
104423,431
157705,432
7551,432
120251,31
196768,433
47709,433
286761,434
257743,434
271359,26
50348,108
64494,110
130665,435
387,436
213140,437
82649,438
18536,438
19203,439
23395,439
289526,384
287987,108
48475,440
7268,440
122074,68
65327,26
409687,6
299041,108
306524,441
306525,441
7316,442
1852,442
333425,443
891,443
39929,444
43993,444
172569,445
23680,445
4974,446
8241,26
238138,447
23139,447
410215,17
252801,39
434955,448
54207,448
2649,449
51,449
157508,450
32351,450
157426,208
17989,208
200707,451
4665,259
6957,17
307801,133
3149,452
154120,452
104376,453
124098,453
208681,12
180156,17
58294,454
185597,454
45745,455
37152,154
8,154
203442,456
104047,456
434095,457
60620,457
174080,17
162083,17
148879,458
45583,458
10791,38
84902,459
19604,233
375137,460
388025,460
128270,461
301843,461
76448,107
28551,462
75441,462
194187,26
254611,463
5335,464
60488,63
2673,63
35376,39
188097,17
141036,465
59915,465
95118,466
222734,466
456414,38
94,38
312741,393
295713,71
79902,0
39275,467
28339,468
131619,468
31171,469
11692,344
331351,326
31443,326
192883,470
10726,470
244255,336
30400,471
269661,472
176111,472
329065,473
2175,110
6241,431
210826,474
154285,312
12965,344
258218,69
212245,69
26765,475
158142,476
101713,476
191510,477
531,477
28499,342
28487,478
71695,478
248007,479
408,479
27718,480
119901,480
132872,17
60516,481
141651,153
190101,110
191812,298
27089,482
27071,482
151574,68
94023,483
39102,484
395235,485
53164,485
97131,486
377166,487
3233,487
284012,31
171111,488
47175,488
20385,431
34893,489
199663,490
8970,490
79529,491
79528,491
4860,17
98051,196
164588,492
131313,492
259574,493
68729,493
142311,494
3571,494
221653,17
235067,495
17518,496
156063,54
116808,497
6072,178
42182,178
189354,17
212836,498
8767,498
76271,297
28542,499
8135,499
31713,202
101544,202
158057,179
193649,500
258224,501
7514,501
273860,17
42422,132
26398,12
116701,502
248206,17
280636,503
289859,503
380134,504
1858,504
116260,505
37832,506
376644,507
386147,507
397289,508
31231,508
413271,509
335854,509
61891,510
39124,39
243489,108
322462,17
64653,511
61879,511
177685,512
383973,97
14907,97
170372,513
55471,514
17117,515
98605,516
6956,517
28516,518
146637,519
143817,520
27875,520
374149,67
18741,68
160614,277
519,277
141456,521
38586,521
105890,34
150305,522
127961,523
451585,26
15213,218
20600,524
957,524
440049,525
265816,525
190181,526
303196,526
338210,527
156984,527
240348,277
434603,528
434602,528
432164,529
14584,529
70453,530
26408,530
294557,531
342690,531
59731,532
59730,532
403186,17
136542,6
308,533
215897,67
8005,67
62608,534
9912,534
87583,535
11162,69
185342,536
232009,536
238523,537
249191,537
14558,169
14577,169
273069,152
16331,152
383788,538
115906,69
54072,539
19870,277
80009,414
232004,536
259800,38
51472,540
174901,62
126728,541
26755,541
322313,542
322312,542
297475,543
297476,543
102064,544
26691,544
219886,38
156861,545
103683,545
256680,546
8903,546
29675,38
2941,38
79614,547
28432,547
326235,17
206641,548
352519,548
121210,107
235235,108
217366,233
200957,549
370,549
317870,550
317869,550
104692,551
333331,552
376443,552
20955,553
128418,553
72548,554
112127,555
90963,556
117423,556
193569,0
124023,557
81836,557
52027,558
362468,558
252064,559
252063,559
10481,560
6,560
32997,561
227808,71
17575,17
363958,562
253,562
344640,563
309251,563
102339,564
173294,565
127431,565
373377,566
33787,566
192716,567
69021,567
210265,568
109972,568
56300,569
30042,569
130006,570
14572,570
201597,571
201598,571
238339,26
29006,154
422,154
414143,17
7117,572
448052,573
110461,574
34218,574
92359,6
14075,6
182331,575
47884,575
220015,576
95528,576
156237,577
238225,577
4122,578
29805,272
351893,108
35950,261
284503,579
67774,579
93086,17
68885,580
1489,173
89802,581
89803,581
362662,582
37759,582
51288,583
6793,324
446148,207
485,207
30089,584
81705,584
37092,585
49716,585
248821,235
43701,235
12425,148
75480,148
11777,261
11355,261
199212,586
19,586
205492,587
346362,587
374941,588
288604,588
233026,589
15769,589
16546,590
45424,591
16527,39
33143,65
29297,65
26088,68
399885,218
327,218
153197,249
44290,592
420902,66
61994,593
527,593
206100,594
82567,594
41943,113
1786,595
354861,596
404329,596
320345,17
441025,22
180674,597
23125,597
50313,6
375085,153
27483,153
427058,17
393271,598
75790,598
33151,599
2165,600
5933,601
356264,602
57958,603
75798,598
9806,214
39636,214
6127,354
102174,354
121104,498
132436,12
196379,252
145436,604
29233,604
110221,605
198020,605
26645,17
84063,606
444440,606
304326,607
750,607
316950,604
6963,604
283641,608
56677,608
241486,12
258647,609
1267,609
108717,610
21934,610
225591,81
120630,611
5196,153
44798,4
7274,4
271421,612
271420,612
61381,148
2060,148
112205,108
56858,613
34236,613
42223,614
100167,614
440969,17
26171,615
136710,85
15673,17
190264,272
533,272
266172,108
17647,616
26620,616
50741,617
12514,617
193999,618
1834,618
334524,108
278094,619
125279,619
71822,620
35375,39
52192,621
12891,621
203555,533
317,622
95693,623
16772,623
51610,624
450793,180
5669,625
56968,233
211323,626
115127,626
136907,627
4,627
443656,1
180689,628
6166,628
151331,629
39493,629
208846,630
103249,630
289252,631
170348,631
105407,632
49125,633
9154,373
9213,373
297596,26
19343,26
137456,439
7057,439
274403,634
33383,634
197463,635
197462,635
15439,636
98443,66
253876,637
253875,637
19955,281
8877,203
398628,638
93184,639
9951,640
366077,641
151154,642
287191,642
191834,643
13820,644
204972,17
267508,494
35103,645
288838,358
60021,646
61201,647
61211,647
310768,648
174061,648
52996,69
21704,649
39500,650
39514,650
14913,651
189345,652
28476,646
7566,653
254009,654
979,654
114982,655
153474,655
259489,656
26152,656
266205,17
206061,17
209661,657
11039,657
35588,153
386519,658
52920,659
55571,660
59184,660
403023,406
54057,661
998,661
343667,448
35434,662
21122,17
259883,653
117348,663
27712,663
320431,664
54772,438
101906,166
166794,665
53581,665
428492,19
77260,236
101270,666
111346,666
34154,667
239413,667
35731,668
63931,39
108368,669
48034,22
290851,670
79613,670
145749,671
5375,671
6669,672
13854,673
359736,674
39400,674
58172,169
90888,675
14677,675
219921,69
291031,6
113078,676
69237,676
177734,677
330554,677
43720,678
291,679
179331,680
38009,680
304036,186
8073,186
12274,681
2080,681
196563,17
256709,682
256708,682
670,683
920,275
236667,218
326562,684
95343,684
34240,108
425405,17
73418,685
226275,685
29420,167
53331,155
27462,155
236414,258
36325,686
30162,686
348952,108
381752,277
102783,687
8416,687
408260,688
14124,688
418845,689
62526,689
203301,690
21134,690
290013,691
354160,691
451848,692
10647,693
14617,694
92375,694
204089,695
5633,695
390888,696
26667,696
404166,66
432974,697
302869,697
75971,604
213185,15
10719,15
233666,66
296944,128
21693,698
25448,698
15633,699
30517,699
74046,700
124930,700
22675,701
34629,701
115424,17
303585,277
26827,702
29599,17
347427,17
3600,26
209193,703
188371,703
314929,42
234810,109
137648,645
54070,645
223204,704
223203,704
166956,110
253638,705
357,705
350359,85
163479,706
6701,707
456295,54
346890,97
60957,708
1027,708
221871,709
22672,709
290324,158
21606,158
255111,69
28438,710
50408,711
374779,712
374777,712
973,182
379186,570
341575,326
28523,326
15611,713
19678,713
118067,714
16607,714
445594,68
273263,715
8747,715
5901,716
189,716
53477,6
138231,717
49082,718
68,718
353780,719
353779,719
263517,720
250,720
144516,721
76374,721
282120,722
27179,722
229397,723
38368,724
146791,725
101398,726
51742,727
88278,110
122151,728
105939,729
36608,730
816,730
28965,249
332648,730
63,731
393849,173
25674,62
227552,732
153606,186
116277,169
64006,733
22318,733
5415,68
9471,734
311,734
71604,646
70690,646
189414,611
2567,611
111398,735
13076,736
252442,737
702,737
414409,738
144204,444
57121,444
292496,739
42528,739
80749,740
875,69
398090,741
3336,741
205888,108
220962,431
67494,66
388216,742
7898,742
449633,17
29698,17
140613,743
91430,744
1620,69
69115,553
27734,553
188457,745
44965,745
183694,746
8598,746
56539,747
28393,747
431770,622
8056,748
8061,748
16017,749
28214,695
78653,17
92274,110
92223,451
51096,451
282592,68
263239,750
23946,750
207266,71
286665,751
61317,751
272380,573
59,573
256278,752
55966,752
40663,69
37057,753
74234,290
409255,35
3369,35
154581,754
47499,754
47062,755
367,586
321557,756
14602,756
295,757
451,757
238600,758
32116,758
205292,126
27311,126
12699,759
42715,760
42716,760
3025,229
136111,761
275012,405
55330,762
17332,763
18431,654
292707,236
10111,236
86353,764
50949,764
351509,69
11267,69
14762,765
4855,765
81405,259
274135,766
93503,766
86066,767
325,767
140349,0
233391,768
30231,768
218440,69
222576,769
209347,39
72280,770
161982,770
234172,771
30174,771
306507,772
97532,772
309310,69
341262,17
286499,773
8090,773
53876,774
369501,775
16204,775
229793,17
84965,776
132849,776
138209,777
179008,777
82339,71
91381,778
42803,779
7744,779
223767,110
49222,19
96765,69
282304,54
23911,54
11531,26
121406,42
296190,69
73571,780
57371,781
400049,622
263882,415
73437,782
32033,782
67274,155
42177,155
276701,504
138089,277
3360,277
191561,42
18915,42
221547,17
309157,17
356256,191
109479,783
28730,783
92886,233
13809,233
62651,784
77058,17
105731,110
25132,69
144862,79
55293,785
62110,785
78701,97
35729,786
344099,237
377779,787
151056,787
364309,788
73979,788
210970,254
49232,218
152179,69
289636,403
12510,403
4537,789
3624,17
396590,108
243494,790
66977,790
248769,791
134644,792
162209,792
438626,793
54803,793
402503,794
2654,794
60562,17
15977,795
1503,795
393028,796
21503,17
76266,797
54200,797
381328,798
19977,798
384584,799
236580,799
124189,17
87334,17
36618,800
62536,108
186712,801
186709,801
9886,235
73366,235
389381,802
55183,802
147492,803
570,803
136134,742
385109,69
90474,160
33921,804
9151,805
205140,17
2596,806
7071,806
293326,729
228,729
88817,592
21386,592
206959,69
19862,247
36982,247
221257,656
169216,807
6148,808
51996,809
4059,809
301746,810
33862,810
297921,344
107828,811
56231,811
113671,812
49671,812
311597,813
8928,813
383188,814
33417,814
438154,1
236750,815
4599,815
403656,816
2697,816
70989,817
70993,817
112105,818
40274,818
232850,153
16633,819
209285,820
335,820
354883,821
281176,821
227230,22
250841,185
134025,822
47198,822
186185,117
227883,823
320028,823
61130,824
61138,824
320017,825
232299,825
347920,22
378235,826
30228,826
55242,827
361869,449
56,449
353652,729
412176,54
71027,828
47470,356
48603,829
285107,62
324153,128
166696,17
248360,26
2430,17
347716,604
52468,604
364840,830
28683,830
49373,17
333498,173
30434,173
387432,831
387431,831
251638,290
99387,290
10225,832
13812,832
12594,833
290368,834
217909,17
131541,835
59850,836
313186,110
90965,837
58549,837
134739,838
32499,838
59145,839
26195,839
120696,97
120697,97
89805,110
39420,840
11091,654
151189,169
375467,841
378975,841
133969,842
26224,842
79769,843
4289,844
345714,179
9800,179
49179,127
297120,186
93502,186
108960,329
113099,329
16063,845
246229,846
246228,846
70731,67
14133,847
14167,847
359620,169
79110,848
61886,848
49598,849
49577,849
252330,850
149933,850
75146,116
81,116
322728,851
17109,851
260629,314
120568,852
297249,566
274243,853
285720,853
85011,854
74467,855
30840,312
170862,312
400492,856
113636,856
79952,700
46754,700
110753,857
22630,857
134135,17
134290,795
72937,858
258555,17
223459,153
98075,859
103503,859
14567,860
146799,431
27484,431
299200,69
8832,203
23972,344
73169,861
67328,861
426760,127
210749,862
122488,862
268189,108
446534,17
142107,7
157173,108
20737,863
34466,863
305946,864
305945,864
127479,865
45605,15
5590,852
299703,187
93476,866
23910,866
1206,515
313782,17
5301,68
189813,867
112038,867
214670,108
120561,868
10914,868
103003,869
92814,869
232527,236
6707,870
6659,870
160143,130
179223,871
12169,871
59220,872
26040,872
184428,54
60131,15
248454,61
120927,618
146973,873
110830,873
26906,173
240531,874
228094,874
85418,236
337301,108
451236,107
259890,107
17773,795
18863,97
258068,756
314184,128
29362,382
363876,875
34282,875
49075,876
8398,877
22772,878
20553,878
271903,113
14376,113
306163,244
206464,879
47464,879
28545,158
79783,158
3975,880
80,880
91696,881
127367,881
253754,882
339394,882
87305,26
170722,153
2684,153
191140,883
131359,883
404086,127
28261,884
111852,884
53441,17
131668,63
44652,63
301588,885
279226,885
182307,886
180420,886
430347,887
10872,887
85805,617
226725,42
87761,832
128783,832
271780,39
211259,888
183195,888
15353,218
317482,889
194148,889
401142,127
30222,127
169317,304
6373,304
103553,126
553,126
10607,890
26373,890
12938,891
170861,891
301922,892
59264,893
160342,894
15969,894
350032,895
35600,895
44827,896
78538,896
389454,61
70430,897
17811,897
58392,155
52882,69
88292,898
111780,899
50325,39
38815,142
201865,62
95150,121
147851,900
505,900
115989,901
75058,901
235116,77
111024,902
8575,902
8248,17
264818,903
9959,903
163118,904
38635,904
365887,905
189460,905
359770,127
215392,906
3609,906
5810,275
376911,339
117172,4
221090,907
377834,78
128691,22
252228,69
51878,153
31875,153
52202,17
29970,421
98477,107
29903,133
233437,908
122111,908
352434,26
55879,26
33524,909
33530,909
215057,153
429539,910
1762,910
336159,791
80349,911
11714,912
237289,731
155801,26
153630,162
413234,17
20313,913
88392,913
429747,914
293774,914
510,915
405290,916
1895,916
164500,17
8298,15
174383,917
46526,917
5189,289
339842,69
350374,17
121103,918
19995,918
101238,919
304459,920
211555,921
47215,921
26486,110
322141,110
275544,169
438128,922
291030,153
409824,6
59893,6
11973,572
16188,572
27588,923
29433,923
10189,924
72185,925
291968,133
36371,784
88774,926
238629,926
451630,54
204084,927
52030,927
39841,928
1876,928
273930,929
18829,929
36936,930
21770,930
221294,69
5772,931
74125,932
108909,932
94427,933
90278,933
81660,934
51310,934
15934,935
73026,502
12662,502
146372,68
342466,936
231873,936
430057,329
201047,17
167790,937
200585,937
84163,938
24435,938
30555,428
349755,12
70906,939
294996,26
209893,154
144731,940
1936,940
168306,17
152357,79
273801,17
224483,941
80945,942
445706,943
415819,943
137129,944
35976,944
297279,729
111101,17
22388,945
18145,261
121475,81
436638,136
380488,946
369843,946
186445,654
43397,947
111692,948
227066,948
263963,35
122870,949
127469,949
96162,950
159872,950
419568,188
217364,26
7630,951
241454,951
103377,952
103381,952
166900,953
26149,954
14875,955
447786,955
4904,39
295776,15
1416,15
203296,956
81236,956
228969,123
159161,107
41353,107
329682,133
10339,957
336244,342
115939,344
16699,651
8321,69
136410,958
100516,959
30498,959
29352,960
29355,960
408601,961
408603,961
78142,108
120021,962
105416,97
314272,236
20412,69
49530,659
115215,963
81102,963
58235,31
8081,186
12836,964
26732,964
75083,126
101286,97
336828,965
194359,965
110903,233
371391,966
5136,966
371590,443
174350,967
74639,967
346106,527
30992,527
376678,108
183892,17
278860,968
4379,968
42172,31
294410,969
59516,969
349767,69
76083,153
186674,970
6429,971
250848,646
205050,218
22472,218
400244,339
37532,339
114610,768
63116,972
714,972
208416,973
106925,973
391408,17
212479,974
88932,108
21097,824
443349,153
106596,963
37009,963
59119,6
2293,975
77,975
375230,97
154112,654
22176,654
67632,133
113162,268
36726,345
276464,71
87252,169
242672,976
92608,976
410093,438
11953,153
67867,977
60120,977
22407,178
132628,851
73591,35
13654,210
16711,978
15873,978
356014,508
73370,979
6683,464
17337,794
304490,17
54060,980
339860,825
180126,825
25661,981
23399,160
106209,15
47199,15
42845,0
115093,982
303272,983
303274,983
163560,654
5486,984
42894,984
63233,857
430610,985
41706,985
113642,986
33808,986
297144,339
36365,987
250035,988
314380,988
27705,553
60035,989
261429,17
168219,17
21438,98
32207,98
62061,990
366777,990
109405,236
69565,38
244908,775
12345,991
100898,991
132403,186
109398,992
197061,993
114312,994
132406,186
364464,17
67357,110
152176,609
7689,295
167739,35
92693,995
15794,995
245605,187
236778,714
430225,127
226095,996
7691,996
19122,997
130823,235
143265,998
7124,998
350014,69
319,971
48031,4
5907,4
24019,17
176916,999
1654,999
19192,1000
171253,1001
22783,1001
25403,1002
15445,1002
102009,4
448896,81
66196,1003
413540,108
220312,326
167890,162
170554,153
86501,153
218532,1004
218530,1004
403420,38
2594,38
270102,17
167683,1005
102650,1005
254796,1006
122493,1006
125748,1007
184486,375
11420,17
22750,97
182039,1008
58300,421
406029,4
318203,69
2957,1009
97742,1009
220557,1010
122599,1011
37084,1012
36228,1012
252991,1013
252993,1013
61213,26
61966,1014
403,1015
265554,1016
204837,425
4994,520
34902,1017
16954,1017
139450,786
193726,973
182827,203
80429,203
337599,1018
115213,1018
92791,1019
16406,1019
290136,1020
248,1020
101593,182
410566,17
143398,1021
49456,1021
18612,1022
15484,1022
152623,731
2141,731
35058,153
420542,1023
8414,1024
39086,1025
96045,1026
80477,1026
149165,1027
248928,1027
3768,1028
22788,1028
60613,1029
6765,1030
10444,1031
85589,1031
119755,216
38737,216
184071,1032
281230,1032
159706,837
200711,35
158955,1033
272758,821
59945,821
216072,54
324894,108
106811,1034
113638,1034
146240,336
28067,1035
108134,1036
48702,1037
32041,1037
180946,820
30313,4
104014,473
133047,17
246581,1038
293140,1039
100007,1039
138291,1040
92809,1040
452881,108
32899,1041
74798,1041
195843,1042
11340,1042
269813,26
319519,1043
328920,962
16787,962
161151,1044
34695,1044
169985,1045
61978,1045
39867,431
13778,431
358401,86
13268,86
369056,1046
59702,1046
144348,1047
155868,1047
12899,1048
189918,258
27389,1049
11443,1049
228309,235
138813,1050
94847,167
32352,1051
103577,1051
256984,1052
35216,1052
231926,1053
351544,1054
22051,1054
104816,107
11538,1055
4362,1055
220824,573
6418,573
184194,154
167004,1056
221600,1056
64999,1057
34908,1057
14154,1058
166106,1059
42682,1060
85499,1060
422221,0
368577,1061
39511,1061
124579,1062
6119,1062
427005,1063
3795,1063
89274,1064
14554,1064
142013,1065
34563,1065
151541,17
410747,66
937,254
2166,254
45489,622
390301,622
217029,1066
260344,1066
153646,1067
121433,1067
11036,584
9278,584
295135,918
120222,289
73077,289
430924,1068
100835,1068
389784,1069
3185,1069
41475,17
72774,1070
64266,1070
313895,1071
81015,1071
42866,1072
168273,1072
136320,1073
233864,1073
407331,6
76011,753
248168,753
24343,62
181577,1074
356,1075
30537,154
21646,148
87523,547
7505,547
65007,39
56115,42
2733,230
21469,230
184182,1076
39535,1076
66778,949
101502,949
64212,402
30578,402
291958,72
2670,72
27523,17
6557,1077
184446,1077
410177,15
214092,110
43276,1078
178121,153
108766,259
2050,259
281973,110
40978,1079
142593,1079
433474,17
93565,975
735,975
269503,1080
757,1081
5072,1081
119936,1082
86,1082
150057,277
455934,68
283768,1083
12505,1083
195941,231
289318,1084
179724,108
374544,306
4910,306
64485,510
135144,450
240873,1085
79410,1085
374757,1086
54039,1086
85337,795
164308,17
349971,421
124628,313
269077,818
174504,88
207951,1087
280,1087
243129,26
59867,1088
19916,1088
2290,153
214726,69
2700,7
241463,1089
93568,1089
57637,1090
57653,1090
94876,7
100757,7
307555,426
150527,426
199695,707
93314,707
22879,344
13798,344
33931,17
43356,1091
47710,110
353436,442
