Id,lpa
357066,1
424899,1
189637,1
439317,1
233291,1
12415,1
370435,1
388602,1
246593,1
257025,1
436449,1
135420,1
172383,1
440785,1
29819,1
341729,1
425796,1
216488,1
249616,1
304998,1
75656,1
411313,1
357323,1
23692,1
80543,1
96715,1
441153,1
145854,1
376074,1
396960,1
422910,1
431034,1
411870,1
410899,1
128567,1
453236,1
358499,1
21658,1
124442,1
270023,1
96719,1
276669,1
118904,1
20476,1
289031,1
437132,1
250137,1
250445,1
289034,1
439488,1
124338,1
396932,1
400576,1
146914,1
450144,1
148292,1
56213,1
140236,1
298160,1
449512,1
424104,1
103697,1
416357,1
440251,1
442597,1
361142,1
374256,1
75642,1
408778,1
244976,1
406445,1
192538,1
452470,1
23815,1
452880,1
315227,1
370434,1
112829,1
269775,1
296463,1
12323,1
372194,1
272809,1
107526,1
434557,1
171668,1
134706,1
392256,1
283508,1
448971,1
118920,1
82014,1
400636,1
456150,1
379052,1
455549,1
410509,1
432026,1
345569,1
445745,1
294881,1
423383,1
315726,1
283174,1
338491,1
384342,1
293529,1
384234,1
48387,1
377956,1
355317,1
445441,1
238123,1
434892,1
84770,1
111554,1
363579,1
424328,1
380710,1
328686,1
333251,1
414349,1
382224,1
362851,1
435538,1
430562,1
449925,1
432270,1
288315,1
402408,1
275337,1
60059,2
6929,2
370313,2
98671,2
51682,2
354701,2
237393,2
414226,2
338976,2
316104,2
296863,2
434511,2
324805,2
98319,2
74460,2
81838,2
71619,2
327534,2
270235,2
325634,2
33719,2
288341,2
414960,2
134212,2
142397,2
374758,2
364615,2
207491,2
106428,2
403452,2
113282,2
312635,2
87210,2
250935,2
130103,2
266708,2
120195,2
332752,2
18223,2
414275,2
197627,2
373243,2
86646,2
184424,2
133257,2
95047,2
227921,2
112929,2
388011,2
69501,2
407335,2
350270,2
313242,2
390752,2
291652,2
350063,2
237541,2
95036,2
33765,2
196956,2
374063,2
294461,2
43313,2
155461,2
332633,2
60888,2
436916,2
335779,2
414110,2
170319,2
349137,2
138578,2
57087,2
304427,2
250570,2
199283,2
421886,2
224755,2
280863,2
124043,2
315776,2
317811,2
208154,2
147909,2
180435,2
105650,2
123472,2
408766,2
38166,2
313900,2
290147,2
334152,2
126485,2
214793,2
92510,2
148815,2
237389,2
263584,2
302840,2
97263,2
112302,2
340697,2
396416,2
161664,2
425788,2
147406,2
369630,2
54149,2
202451,2
276056,2
351807,2
326906,2
155570,2
200174,2
360470,2
455168,2
197629,2
108308,2
102602,2
161345,3
8614,3
177615,3
260830,3
137487,4
759,4
361430,4
23783,4
222780,4
388103,4
140476,4
57053,4
236139,4
67593,4
405878,4
142457,4
199963,4
241128,4
129535,4
232606,4
13593,4
116853,4
191,4
216309,4
55836,4
301833,4
9124,4
82512,4
127061,4
193982,4
450429,4
157475,4
408805,4
177756,4
262228,4
143657,4
244875,4
109676,4
230454,4
338596,4
349184,4
117206,4
5904,4
269448,4
181679,4
145292,4
38291,4
311422,4
2718,4
73282,4
18524,4
80841,4
162734,4
147811,4
438582,4
139999,4
288307,4
2231,4
233960,4
21186,4
28843,4
57587,5
107757,5
209339,5
397696,6
6940,6
75966,6
56792,6
280782,6
409687,6
45424,6
50313,6
407331,6
63204,6
375752,6
406115,6
116779,6
90618,6
113473,6
283457,6
209050,6
206021,6
73697,6
126113,6
14598,6
106119,6
20965,6
71561,6
371425,6
148768,6
44194,6
299575,6
182504,6
69857,6
332590,6
31855,6
308944,6
300995,6
72854,6
24169,6
74189,6
63802,6
34516,6
308735,6
140747,6
28087,6
380559,6
120177,6
243237,6
102377,6
155501,6
331912,6
234649,6
190892,6
63733,6
57374,6
113001,6
328882,6
296012,6
446474,6
233448,6
135803,6
240384,6
187902,6
322118,6
20909,6
95069,6
376582,6
231935,6
35445,6
35347,6
302905,6
201221,6
342688,6
102477,6
269816,6
311690,6
446257,6
359726,6
52548,6
333600,6
41986,6
45096,6
173014,6
149003,6
64295,6
157660,6
68149,6
59635,6
230370,6
355600,6
57097,6
153337,6
180235,6
223863,6
280783,6
312129,6
322324,6
396240,6
262098,6
102227,6
83775,6
134066,6
40249,6
403596,6
56209,6
57184,6
95824,6
118152,6
283456,6
281417,6
132549,6
152412,6
63790,6
201381,6
305849,6
72768,6
119971,6
99021,6
83749,6
44946,6
161593,6
43998,6
410180,6
317822,6
289834,6
57253,6
171304,6
189476,6
290765,6
192269,6
375521,6
162396,6
129674,6
78493,6
60326,6
31825,6
50335,6
58131,6
382603,6
37122,6
326561,6
61006,6
346528,6
191212,6
331195,6
154179,6
351356,6
99774,6
367888,6
323806,6
157409,6
103844,6
410213,6
425894,6
155622,6
58128,6
95092,6
63289,6
72930,6
61874,6
151596,6
101097,6
107719,6
132142,6
309649,6
330370,6
34238,6
233043,6
177453,6
44982,6
296986,6
8868,6
119966,6
282476,6
91315,6
115884,6
51709,6
43986,6
257390,6
31672,6
331799,6
99360,6
243025,6
123531,6
31332,6
406304,6
70413,6
254049,6
286735,6
388524,6
255963,6
312314,6
158067,6
389377,6
64585,6
66295,6
264037,6
395692,6
228766,6
57373,6
294586,6
21058,6
333397,6
444544,6
54161,6
145372,6
60557,6
406877,6
131837,6
233703,6
130332,6
445735,6
53489,6
102341,6
317006,6
361499,6
116784,6
254031,6
151998,6
38198,6
376199,6
99065,6
63135,6
34905,6
166355,6
61699,6
89827,6
301331,6
181004,6
71601,6
78954,6
50506,6
190047,6
58097,6
54142,6
123201,6
363897,6
59501,6
53498,6
44007,6
211724,6
89237,6
38528,6
280607,6
93436,6
265631,6
130391,6
226284,6
51694,6
49163,6
268155,6
43940,6
191655,6
438170,6
50270,6
91306,6
276936,6
253323,6
349503,6
390572,6
204741,6
34973,6
232054,6
344681,6
218997,6
147930,6
327719,6
341452,6
239296,6
56270,6
364151,6
358595,6
371251,6
249436,6
418506,6
34210,6
58935,6
71600,6
58188,6
88982,6
149424,6
116416,6
352651,6
187693,6
154293,6
59418,6
31578,6
311879,6
439699,6
242550,6
289821,6
343693,6
304229,6
54379,6
310596,6
82192,6
417523,6
111722,6
273035,6
200086,6
40300,6
36424,6
339945,6
61297,6
99358,6
83179,6
404977,6
56066,6
33720,6
407921,6
317821,6
61725,6
134874,6
99999,6
134203,6
141482,6
358039,6
16631,6
8794,6
138408,6
437536,6
169893,6
211702,6
121142,6
70811,6
174524,6
332183,6
232877,6
274253,6
436988,7
71,7
71457,7
94876,7
8577,7
13247,7
109368,7
356076,7
334812,7
307625,7
6333,7
158228,7
215997,7
32229,7
6385,7
6531,7
99744,7
143310,7
54509,7
6322,7
192773,7
179896,7
111710,7
155786,7
9940,7
435556,7
20846,7
123413,7
61797,7
100050,7
325489,7
7889,7
206388,7
692,7
120542,7
30525,7
321441,7
179863,7
425956,7
126338,7
388471,7
153273,7
66948,7
20229,7
200278,7
880,7
213809,7
224649,7
146536,7
89225,7
160007,7
65036,7
251755,7
56986,7
185041,7
242426,7
31104,7
176972,7
64812,7
99439,7
51281,7
6388,7
379363,7
29664,7
92770,7
123322,7
210520,7
106839,7
264629,7
254837,7
48275,7
41343,7
398676,7
147188,7
48430,7
135569,7
403229,7
183484,7
186982,7
404423,7
2116,7
64967,7
321108,7
68222,7
84066,7
52458,7
397411,7
193208,7
73113,7
41019,7
204843,7
86863,7
428552,7
117236,7
5001,7
158208,7
177129,7
47727,7
97894,7
26281,7
56095,7
8781,7
111271,7
274951,7
85791,7
299771,7
198719,7
27565,7
187412,7
171464,7
197795,7
45245,7
217804,7
50606,7
45219,7
42079,7
440275,7
420735,7
152617,7
29022,7
135859,7
105600,7
117984,7
5353,7
24493,7
181477,7
67790,7
417282,7
148685,7
208660,7
3952,7
180373,7
22367,7
58355,7
353641,7
285383,7
17239,7
42206,7
327667,7
46946,7
186310,7
210458,7
132956,7
163462,7
188461,7
179759,7
383579,7
145194,7
301239,7
158923,7
223574,7
226703,7
43994,8
276532,8
90976,9
124554,10
286277,10
189395,11
126607,11
288533,11
97700,12
162293,12
427934,13
46803,13
132436,13
407480,13
189287,13
31473,13
13552,13
327231,13
331355,13
96968,13
34430,13
181268,13
70638,13
241416,13
338073,13
204872,13
378405,13
170080,13
220412,13
223546,13
203220,13
360218,13
451436,13
256417,13
291188,13
85505,13
72388,13
393053,13
218331,13
97153,13
85624,13
189210,13
180981,13
28059,13
12517,13
306366,13
15931,13
384597,13
292357,13
392792,13
428545,13
358681,13
382679,13
84399,13
175278,13
393653,13
199049,13
298542,13
306208,13
86320,13
154334,13
438520,13
221594,13
445491,13
164790,13
238771,13
438348,13
196545,13
110056,13
256927,13
417338,13
230971,13
247105,13
96911,13
383764,13
408514,13
417308,13
148856,13
22187,13
26370,13
235136,13
233300,13
279279,13
288911,13
405717,13
39470,13
279106,13
166218,13
122921,13
414196,13
369120,13
3495,13
257663,13
191550,13
166295,13
309990,13
162884,13
322875,13
148303,13
412578,13
125794,13
237395,14
284372,14
284374,14
256336,15
31549,15
277993,15
305118,15
357591,15
370229,15
114720,15
340414,15
296877,15
287541,15
350438,15
147119,15
412582,15
350691,15
381635,15
338109,15
406241,15
308402,15
274093,15
444138,15
346512,15
376889,15
386769,15
345591,15
171134,15
307696,15
274437,15
31584,15
377814,15
245755,15
156186,15
207678,15
400852,15
334969,15
314648,15
267274,15
451494,15
449273,15
340415,15
442111,15
208854,15
187131,15
256601,15
333646,15
115241,15
314833,15
94561,15
453660,15
410289,15
316757,15
171133,15
403449,15
443731,15
417853,15
361500,15
63363,15
242592,15
448863,15
396364,15
275466,15
113665,16
503,16
248007,16
60131,16
410177,16
435095,16
18018,16
147145,16
361603,16
58608,16
217608,16
105268,16
97573,16
163933,16
52761,16
427033,16
47291,16
155265,16
210016,16
36358,16
237729,16
424739,16
451103,16
50541,16
14971,16
214209,16
156066,16
16975,16
50102,16
252581,16
386581,16
429634,16
201483,16
202821,16
132801,16
386342,16
211509,16
272902,16
290635,16
207327,16
2944,16
106333,16
143962,16
399926,16
155928,16
360777,16
318594,16
52753,16
272997,16
151490,16
62908,16
20426,16
17946,16
405486,16
14458,16
422803,16
260725,16
234230,16
420512,16
13101,16
122612,16
322790,16
168800,16
139713,16
211815,16
304384,16
88731,16
62464,16
37891,16
3946,16
241296,16
151623,16
172963,16
308368,16
122720,16
312022,16
209199,16
18209,16
59671,16
141714,16
125463,16
55208,16
20374,16
427968,16
264179,16
192879,16
154925,16
163442,16
204550,16
134711,16
36091,16
203467,16
382710,16
123221,16
8138,16
7328,16
106634,16
216500,16
47250,16
287330,16
287346,16
356452,16
251188,16
19233,16
119977,16
83305,16
216522,16
90537,16
397756,16
1672,16
15790,16
11358,16
165559,16
47340,16
35073,16
439674,16
30320,16
108676,16
241418,16
20861,16
136719,16
454631,16
158683,16
448248,16
330385,16
173501,16
83682,16
190766,16
272746,16
11751,16
173060,16
107813,16
120390,16
11867,16
193199,16
184178,16
293905,16
103218,16
19592,16
11350,16
91466,16
220154,16
91356,17
32652,17
215990,17
13909,17
84315,17
50903,17
22210,17
173861,18
88,18
85796,18
6999,18
27095,18
8438,18
424421,18
40939,18
188556,18
169365,18
307829,18
454136,18
199526,18
71891,18
98784,18
18921,18
301556,18
131716,18
368454,18
52919,18
73922,18
197725,18
417053,18
157907,18
422675,18
200349,18
179070,18
2836,18
233827,18
174362,18
446573,18
155537,18
103545,18
20368,18
173843,18
325627,18
128324,18
5155,18
80814,18
18600,18
54631,18
245841,18
95397,18
405173,18
329379,18
95507,18
125097,18
147841,18
44470,18
239940,18
287987,18
8241,18
6957,18
180156,18
162083,18
188097,18
20385,18
4860,18
235067,18
189354,18
273860,18
322462,18
177685,18
403186,18
326235,18
227808,18
17575,18
35950,18
93086,18
320345,18
427058,18
9806,18
258647,18
1267,18
15673,18
17647,18
203555,18
51610,18
98443,18
14913,18
206061,18
101906,18
196563,18
425405,18
115424,18
347427,18
5901,18
189,18
105939,18
36608,18
29698,18
78653,18
92274,18
136111,18
81405,18
341262,18
138089,18
221547,18
309157,18
13809,18
77058,18
25132,18
78701,18
3624,18
124189,18
87334,18
205140,18
166696,18
2430,18
49373,18
10225,18
217909,18
134290,18
258555,18
268189,18
446534,18
127479,18
313782,18
17773,18
53441,18
85805,18
8248,18
376911,18
221090,18
52202,18
164500,18
350374,18
101238,18
322141,18
291968,18
201047,18
168306,18
273801,18
111101,18
186445,18
10339,18
75083,18
110903,18
76083,18
391408,18
304490,18
261429,18
168219,18
197061,18
364464,18
152176,18
24019,18
270102,18
184486,18
11420,18
204837,18
101593,18
410566,18
104014,18
217029,18
153646,18
121433,18
41475,18
65007,18
27523,18
85337,18
133864,18
52087,18
53593,18
29085,18
38801,18
333759,18
443234,18
15070,18
39564,18
86909,18
211340,18
411628,18
58545,18
429878,18
234772,18
152906,18
274869,18
374278,18
1292,18
277450,18
306140,18
397380,18
166943,18
14906,18
339587,18
339586,18
289443,18
253385,18
90083,18
76778,18
16822,18
203847,18
27357,18
391689,18
100954,18
13178,18
456350,18
286562,18
318967,18
279316,18
42902,18
227006,18
118818,18
79789,18
218701,18
216025,18
378529,18
392860,18
76165,18
180189,18
230571,18
130490,18
28664,18
231814,18
410754,18
445650,18
365118,18
20602,18
16585,18
169461,18
15440,18
110868,18
45030,18
232999,18
13578,18
334154,18
96538,18
42178,18
198350,18
19390,18
122452,18
237971,18
17689,18
61393,18
197647,18
62524,18
81884,18
446556,18
297002,18
362165,18
317606,18
143814,18
353223,18
371841,18
3300,18
82700,18
385240,18
248859,18
263529,18
82137,18
134785,18
8104,18
208980,18
68990,18
11967,18
405479,18
156422,18
140809,18
8136,18
421428,18
449280,18
64321,18
84304,18
120196,18
438441,18
175525,18
411579,18
369528,18
266769,18
50887,18
251065,18
376634,18
359752,18
376078,18
125093,18
24955,18
124356,18
43770,18
291324,18
450586,18
212819,18
445814,18
103212,18
376519,18
63458,18
142103,18
236347,18
61631,18
438514,18
363392,18
444336,18
274024,18
165127,18
448072,18
449201,18
124093,18
174659,18
362195,18
91840,18
207342,18
174843,18
20941,18
121414,18
103451,18
21585,18
84440,18
107829,18
109701,18
39896,18
378036,18
289562,18
81846,18
3611,18
197880,18
144551,18
402278,18
11672,18
194669,18
87889,18
190018,18
340029,18
99826,18
187725,18
208354,18
268455,18
180057,18
133701,18
56048,18
210478,18
210479,18
9331,18
421138,18
428691,18
252854,18
147903,18
11852,18
153166,18
218450,18
127178,18
112563,18
303807,18
233567,18
76154,18
23947,18
271814,18
68206,18
16523,18
421672,18
376435,18
110170,18
26368,18
83946,18
347756,18
181584,18
319742,18
157637,18
11253,18
298971,18
337496,18
445188,18
353105,18
62273,18
189208,18
119185,18
28935,18
235241,18
45986,18
128861,18
282382,18
168348,18
360374,18
392733,18
8850,18
50242,18
84523,18
148436,18
45897,18
95985,18
211372,18
64277,18
60334,18
160872,18
284713,18
69476,18
225763,18
235305,18
391176,18
118274,18
53384,18
47751,18
363551,18
5882,18
167611,18
270934,18
31356,18
212199,18
59787,18
118882,18
112518,18
2342,18
152730,18
344719,18
82637,18
446123,18
174777,18
85955,18
110901,18
281318,18
428695,18
322210,18
312072,18
25284,18
430111,18
106789,18
195609,18
150264,18
391726,18
149676,18
268581,18
300726,18
30156,18
95475,18
133198,18
158226,18
77013,18
345015,18
179881,18
18665,18
167705,18
18599,18
366504,18
373653,18
93039,18
167195,18
52135,18
57916,18
111729,18
405189,18
82737,18
126168,18
406766,18
365322,18
36989,18
27041,18
401419,18
360526,18
94869,18
396384,18
95881,18
379218,18
451338,18
50515,18
334926,18
267471,18
159290,18
369007,18
371136,18
238080,18
205340,18
186,18
7501,18
137843,18
422886,18
55389,18
147269,18
157274,18
62659,18
370329,18
12507,18
235332,18
12948,18
34480,18
233759,18
234997,18
44803,18
152493,18
233537,18
238005,18
171786,18
150713,18
278516,18
320034,18
133841,18
345118,18
186440,18
313261,18
77890,18
126829,18
427020,18
327043,18
277321,18
158092,18
358028,18
22421,18
179851,18
57942,18
236259,18
175175,18
259393,18
229963,18
449137,18
208708,18
8431,18
55733,18
228147,18
416377,18
445169,18
350828,18
201077,18
162268,18
288460,18
167955,18
149333,18
10755,18
151079,18
218159,18
42180,18
143491,18
180159,18
335031,18
110091,18
214192,18
401098,18
126402,18
108538,18
379254,18
243303,18
7878,18
82747,18
453255,18
393451,18
267227,18
98951,18
4348,18
181996,18
228869,18
367812,18
23432,18
392933,18
128227,18
32382,18
343158,18
178968,18
175276,18
361848,18
454562,18
456592,18
357406,18
289629,18
133988,18
154595,18
108928,18
193536,18
71726,18
53575,18
37428,18
25811,18
18040,18
297568,18
43004,18
54457,18
29021,18
188553,18
391427,18
148058,18
7523,18
171367,18
25740,18
93018,18
104204,18
104206,18
126944,18
358305,18
19713,18
417863,18
180022,18
341871,18
444908,18
44558,18
145341,18
128165,18
137122,18
382736,18
39680,18
118326,18
415086,18
83393,18
211435,18
140526,18
40981,18
52680,18
206884,18
388106,18
163225,18
6481,18
269347,18
189393,18
177232,18
19837,18
149327,18
402908,18
159622,18
368012,18
313812,18
114262,18
242089,18
291555,18
137233,18
1313,18
128944,18
49591,18
393712,18
136400,18
306031,18
18154,18
237163,18
414990,18
81201,18
107639,18
278979,18
29417,18
3417,18
86397,18
423033,18
37458,18
387313,18
15414,18
447090,18
180840,18
201951,18
409906,18
275175,18
373379,18
2883,18
211488,18
311718,18
382410,18
21209,18
26140,18
307983,18
335310,18
402744,18
440147,18
194303,18
74043,18
26146,18
317771,18
142735,18
129448,18
314856,18
176201,18
415978,18
295412,18
383619,18
425426,18
404994,18
7595,18
52292,18
42173,18
257542,18
110394,18
78649,18
346238,18
320539,18
29402,18
426300,18
57454,18
352039,18
275426,18
270843,18
288717,18
115547,18
214547,18
339722,18
287823,18
193262,18
76666,18
365325,18
122653,18
137746,18
98212,18
151442,18
44933,18
148150,18
139418,18
390,18
24345,18
185902,18
140782,18
386196,18
288100,18
134095,18
27647,18
304223,18
89557,18
202589,18
123654,18
40730,18
162856,18
47111,18
74373,18
305092,18
90007,18
245113,18
15687,18
3584,18
106558,18
284501,18
116209,18
137490,18
171641,18
28662,18
209246,18
6150,18
12124,18
154890,18
107396,18
414702,18
217388,18
265558,18
366196,18
172349,18
415915,18
232326,18
14982,18
115794,18
117458,18
52150,18
56875,18
191620,18
125515,18
299086,18
89060,18
126752,18
126378,18
64054,18
446866,18
373378,18
56426,18
796,18
195258,18
71277,18
406179,18
46981,18
115204,18
266574,18
162876,18
180058,18
27503,18
30218,18
336012,18
446981,18
432654,18
11014,18
53519,18
58304,18
373643,18
405794,18
65207,18
170355,18
333275,18
38928,18
324063,18
146294,18
68343,18
296043,18
323658,18
314805,18
298430,18
381168,18
409555,18
45463,18
111745,18
66209,18
48099,18
282554,18
224172,18
4454,18
371123,18
353587,18
5175,18
199446,18
87395,18
403954,18
47824,18
65010,18
23619,18
448367,18
36919,18
189807,18
217313,18
151726,18
220570,18
416123,18
446415,18
30800,18
388938,18
379138,18
72166,18
144891,18
199081,18
366256,18
22958,18
73319,18
190588,18
374232,18
244054,18
2576,18
199321,18
441148,18
158123,18
142101,18
12022,18
439629,18
18034,18
18036,18
172091,18
15788,18
228260,18
347498,18
310211,18
109128,18
253814,18
54267,18
27999,18
162790,18
285437,18
360438,18
112551,18
221491,18
422912,18
96377,18
378022,18
158446,18
234882,18
40701,18
83589,18
265520,18
126098,18
41611,18
240790,18
31987,18
171039,18
17474,18
232620,18
98354,18
70518,18
276685,18
36805,18
27710,18
112901,18
88027,18
447842,18
71033,18
83063,18
415047,18
197387,18
441378,18
306327,18
375456,18
271111,18
433289,18
395823,18
284535,18
323578,18
425989,18
10126,18
24700,18
125056,18
134967,18
52685,18
250567,18
239208,18
10638,18
308442,18
79630,18
2751,18
34670,18
6937,18
320765,18
34420,18
175843,18
24890,18
419219,18
37792,18
25578,18
167268,18
36045,18
291166,18
83470,18
9700,18
6657,18
7354,18
200884,18
175283,18
269219,18
129860,18
112601,18
299287,18
117999,18
69127,18
69151,18
314463,18
268890,18
51836,18
297935,18
415261,18
422195,18
239517,18
278644,18
11906,18
72635,18
403524,18
358579,18
393618,18
105111,18
107934,18
79323,18
327666,18
83708,18
43729,18
453430,18
115199,18
438293,18
208711,18
365893,18
244117,18
67501,18
133516,18
175906,18
369440,18
353931,18
196527,18
82972,18
390272,18
169269,18
53957,18
7884,18
87373,18
98992,18
387058,18
228437,18
332888,18
321449,18
193809,18
225540,18
42313,18
200781,18
276373,18
51198,18
346373,18
340506,18
430691,18
406605,18
266275,18
279528,18
34539,18
384482,18
234315,18
384842,18
26234,18
121847,18
119508,18
128231,18
145519,18
48860,18
303203,18
143261,18
196288,18
261934,18
188361,18
385103,18
111929,18
36777,18
166311,18
434480,18
265379,18
67638,18
245719,18
233308,18
8008,18
228387,18
338535,18
445112,18
24227,18
365156,18
254548,18
448333,18
2062,18
44467,18
443906,18
438849,18
400936,18
341636,18
113627,18
206362,18
109925,18
153454,18
250241,18
102569,18
133133,18
203394,18
214707,18
19290,18
341699,18
267501,18
168721,18
427189,18
129200,18
12775,18
113431,18
163247,18
207238,18
168429,18
15006,18
164400,18
163304,18
69722,18
343041,18
106048,18
436348,18
320436,18
316513,18
370034,18
349739,18
211237,18
437798,18
272917,18
201799,18
389738,18
83838,18
7752,18
94143,18
165005,18
409246,18
254607,18
39454,18
78983,18
64635,18
427511,18
165635,18
108920,18
87274,18
240516,18
41736,18
118140,18
236121,18
115867,18
303313,18
278585,18
251578,18
413397,18
100134,18
50595,18
67614,18
278028,18
242899,18
428266,18
445824,18
385493,18
16165,18
55056,18
228088,18
57147,18
127174,18
233655,18
257576,18
350811,18
246051,18
248252,18
166579,18
434045,18
155847,18
6513,18
206709,18
340812,18
431804,18
207315,18
440661,18
38876,18
232353,18
188448,18
353357,18
252236,18
280728,18
22324,18
387048,18
25099,18
268763,18
117641,18
251701,18
272011,18
179220,18
393772,18
109988,18
170869,18
130025,18
6368,18
416193,18
124067,18
416210,18
88355,18
55080,18
33563,18
417003,18
294790,18
301479,18
304649,18
42490,18
304736,18
74630,18
17147,18
41827,18
429455,18
62241,18
330972,18
